filename,filepath,CE,CU,PC,PQ
1-100032-A-0.wav,/home/pixaverse.admin/shashank/audiobox-experiment/audio/1-100032-A-0.wav,4.234772682189941,6.568437576293945,2.2649710178375244,6.824804306030273
1-100038-A-14.wav,/home/pixaverse.admin/shashank/audiobox-experiment/audio/1-100038-A-14.wav,5.123341083526611,5.1079325675964355,2.2105164527893066,5.075767517089844
1-100210-A-36.wav,/home/pixaverse.admin/shashank/audiobox-experiment/audio/1-100210-A-36.wav,5.485785484313965,5.951345920562744,2.1538615226745605,5.94618034362793
1-100210-B-36.wav,/home/pixaverse.admin/shashank/audiobox-experiment/audio/1-100210-B-36.wav,5.401825428009033,5.865718364715576,2.177438735961914,5.751281261444092
1-101296-A-19.wav,/home/pixaverse.admin/shashank/audiobox-experiment/audio/1-101296-A-19.wav,5.140387058258057,4.343427658081055,2.189873218536377,4.897728443145752
1-101296-B-19.wav,/home/pixaverse.admin/shashank/audiobox-experiment/audio/1-101296-B-19.wav,5.249379634857178,5.3125691413879395,2.1494650840759277,5.313475608825684
1-101336-A-30.wav,/home/pixaverse.admin/shashank/audiobox-experiment/audio/1-101336-A-30.wav,5.079811096191406,3.543365478515625,2.4582622051239014,5.847074031829834
1-101404-A-34.wav,/home/pixaverse.admin/shashank/audiobox-experiment/audio/1-101404-A-34.wav,4.393746852874756,6.190066337585449,2.0844221115112305,6.127908229827881
1-103298-A-9.wav,/home/pixaverse.admin/shashank/audiobox-experiment/audio/1-103298-A-9.wav,4.950664520263672,4.829981327056885,2.043705940246582,5.129993438720703
1-103995-A-30.wav,/home/pixaverse.admin/shashank/audiobox-experiment/audio/1-103995-A-30.wav,4.970141887664795,5.495061874389648,2.618452548980713,6.281737327575684
1-103999-A-30.wav,/home/pixaverse.admin/shashank/audiobox-experiment/audio/1-103999-A-30.wav,4.568796157836914,5.361649036407471,2.327108860015869,6.401871681213379
1-104089-A-22.wav,/home/pixaverse.admin/shashank/audiobox-experiment/audio/1-104089-A-22.wav,5.053868293762207,5.70607852935791,2.230111837387085,5.301352500915527
1-104089-B-22.wav,/home/pixaverse.admin/shashank/audiobox-experiment/audio/1-104089-B-22.wav,5.106190204620361,5.460086345672607,2.2045164108276367,5.414291858673096
1-105224-A-22.wav,/home/pixaverse.admin/shashank/audiobox-experiment/audio/1-105224-A-22.wav,5.261556625366211,5.74696683883667,2.141045093536377,5.52850341796875
1-110389-A-0.wav,/home/pixaverse.admin/shashank/audiobox-experiment/audio/1-110389-A-0.wav,4.420393943786621,6.4855265617370605,2.13822603225708,6.606376647949219
1-110537-A-22.wav,/home/pixaverse.admin/shashank/audiobox-experiment/audio/1-110537-A-22.wav,5.3258256912231445,5.798190593719482,2.108582019805908,5.654563903808594
1-115521-A-19.wav,/home/pixaverse.admin/shashank/audiobox-experiment/audio/1-115521-A-19.wav,4.6857171058654785,4.4167866706848145,2.1307315826416016,4.8517866134643555
1-115545-A-48.wav,/home/pixaverse.admin/shashank/audiobox-experiment/audio/1-115545-A-48.wav,4.984357833862305,5.797778129577637,2.408663749694824,4.995750427246094
1-115545-B-48.wav,/home/pixaverse.admin/shashank/audiobox-experiment/audio/1-115545-B-48.wav,4.951560020446777,5.743083953857422,2.518460512161255,5.2487359046936035
1-115545-C-48.wav,/home/pixaverse.admin/shashank/audiobox-experiment/audio/1-115545-C-48.wav,4.993523597717285,5.87636137008667,2.2786567211151123,5.393347263336182
1-115546-A-48.wav,/home/pixaverse.admin/shashank/audiobox-experiment/audio/1-115546-A-48.wav,4.796522617340088,5.033838272094727,2.3283543586730957,4.893409729003906
1-115920-A-22.wav,/home/pixaverse.admin/shashank/audiobox-experiment/audio/1-115920-A-22.wav,4.656407833099365,4.985374927520752,2.2735280990600586,4.853650093078613
1-115920-B-22.wav,/home/pixaverse.admin/shashank/audiobox-experiment/audio/1-115920-B-22.wav,4.98295783996582,5.192577362060547,2.253150463104248,5.157242298126221
1-115921-A-22.wav,/home/pixaverse.admin/shashank/audiobox-experiment/audio/1-115921-A-22.wav,5.0014166831970215,5.414958953857422,2.193403482437134,5.31234073638916
1-116765-A-41.wav,/home/pixaverse.admin/shashank/audiobox-experiment/audio/1-116765-A-41.wav,5.412744522094727,5.769952297210693,2.1030001640319824,5.59689998626709
1-11687-A-47.wav,/home/pixaverse.admin/shashank/audiobox-experiment/audio/1-11687-A-47.wav,4.9531707763671875,5.001856327056885,2.1308400630950928,5.166350841522217
1-118206-A-31.wav,/home/pixaverse.admin/shashank/audiobox-experiment/audio/1-118206-A-31.wav,4.560603141784668,5.1181135177612305,2.2728171348571777,5.169057846069336
1-118559-A-17.wav,/home/pixaverse.admin/shashank/audiobox-experiment/audio/1-118559-A-17.wav,4.915180683135986,5.625472545623779,2.2180705070495605,5.352622032165527
1-119125-A-45.wav,/home/pixaverse.admin/shashank/audiobox-experiment/audio/1-119125-A-45.wav,5.143284797668457,4.505272388458252,1.9932001829147339,5.188569068908691
1-121951-A-8.wav,/home/pixaverse.admin/shashank/audiobox-experiment/audio/1-121951-A-8.wav,4.754147052764893,4.394646644592285,2.1029093265533447,5.080990791320801
1-12653-A-15.wav,/home/pixaverse.admin/shashank/audiobox-experiment/audio/1-12653-A-15.wav,4.944123268127441,5.3493332862854,2.3948726654052734,5.249538421630859
1-12654-A-15.wav,/home/pixaverse.admin/shashank/audiobox-experiment/audio/1-12654-A-15.wav,4.708041667938232,5.469424247741699,2.397919178009033,5.099907875061035
1-12654-B-15.wav,/home/pixaverse.admin/shashank/audiobox-experiment/audio/1-12654-B-15.wav,4.418452262878418,4.377187252044678,2.278367280960083,4.801547527313232
1-13571-A-46.wav,/home/pixaverse.admin/shashank/audiobox-experiment/audio/1-13571-A-46.wav,5.3356122970581055,5.6933794021606445,2.259049415588379,5.441237449645996
1-13572-A-46.wav,/home/pixaverse.admin/shashank/audiobox-experiment/audio/1-13572-A-46.wav,4.844069957733154,4.729483604431152,2.408906936645508,4.806578159332275
1-13613-A-37.wav,/home/pixaverse.admin/shashank/audiobox-experiment/audio/1-13613-A-37.wav,5.099421501159668,5.497190475463867,2.0767595767974854,5.564775466918945
1-137-A-32.wav,/home/pixaverse.admin/shashank/audiobox-experiment/audio/1-137-A-32.wav,4.632238388061523,4.986256122589111,2.1462459564208984,5.027047157287598
1-137296-A-16.wav,/home/pixaverse.admin/shashank/audiobox-experiment/audio/1-137296-A-16.wav,5.165189266204834,4.45550537109375,1.95896577835083,5.271318435668945
1-14262-A-37.wav,/home/pixaverse.admin/shashank/audiobox-experiment/audio/1-14262-A-37.wav,5.156314373016357,5.0597944259643555,2.2614121437072754,5.253122329711914
1-155858-A-25.wav,/home/pixaverse.admin/shashank/audiobox-experiment/audio/1-155858-A-25.wav,4.3898725509643555,5.008309364318848,2.2750346660614014,4.663812160491943
1-155858-B-25.wav,/home/pixaverse.admin/shashank/audiobox-experiment/audio/1-155858-B-25.wav,4.917629718780518,5.367768287658691,2.4629764556884766,4.765649795532227
1-155858-C-25.wav,/home/pixaverse.admin/shashank/audiobox-experiment/audio/1-155858-C-25.wav,4.658108711242676,5.134317398071289,2.365610122680664,4.592132568359375
